DEGREE,EIGENVECTOR
0.02803738317757009,0.04934343521954683
0.018691588785046728,0.02947849715903864
0.05607476635514018,0.02643530383424702
0.009345794392523364,0.024114701320374247
0.009345794392523364,0.013276501605864074
0.21495327102803738,0.2121544330720908
0.05607476635514018,0.0800240609023148
0.018691588785046728,0.03739120292623832
0.05607476635514018,0.07480138687399598
0.06542056074766354,0.09150908272492468
0.35514018691588783,0.2638991988657648
0.018691588785046728,0.022019544056915075
0.05607476635514018,0.006530927742181028
0.018691588785046728,0.023203354170912363
0.018691588785046728,0.01626329747152761
0.06542056074766354,0.0787565427657324
0.009345794392523364,0.013276501605864074
0.009345794392523364,0.0009984954174000616
0.009345794392523364,0.024114701320374247
0.018691588785046728,0.03606693361368276
0.1588785046728972,0.15936911678869936
0.018691588785046728,0.02149641179959658
0.009345794392523364,0.011952232293308511
0.018691588785046728,0.022019544056915075
0.037383177570093455,0.05770032726126188
0.009345794392523364,0.016201995553174565
0.009345794392523364,0.013276501605864074
0.14953271028037382,0.1677235169183133
0.16822429906542055,0.16168878975172687
0.02803738317757009,0.03756111928590992
0.07476635514018691,0.08574963803357741
0.018691588785046728,0.03739120292623832
0.018691588785046728,0.02306094465276424
0.018691588785046728,0.025228733899172583
0.009345794392523364,0.008219910193732506
0.009345794392523364,0.013276501605864074
0.009345794392523364,0.008356892041715051
0.04672897196261682,0.0458422807268056
0.009345794392523364,0.00992685256504829
0.009345794392523364,0.008569000345254136
0.009345794392523364,0.008743042451051003
0.018691588785046728,0.03739120292623832
0.08411214953271028,0.07611933973712268
0.037383177570093455,0.04762115589732578
0.02803738317757009,0.03397177635022359
0.018691588785046728,0.03268370166562838
0.037383177570093455,0.055929245741649584
0.037383177570093455,0.05982251109859171
0.05607476635514018,0.08484433560028795
0.02803738317757009,0.013654347298160853
0.16822429906542055,0.14240442744128834
0.037383177570093455,0.04787060085645202
0.102803738317757,0.12916884780597013
0.009345794392523364,0.00040096438234179247
0.02803738317757009,0.0233265898559033
0.018691588785046728,0.00467117789989304
0.05607476635514018,0.045788130544569504
0.12149532710280372,0.1395696852430684
0.2616822429906542,0.20178307783082622
0.07476635514018691,0.054154636025876696
0.02803738317757009,0.010847615206074138
0.11214953271028036,0.14735254188333313
0.02803738317757009,0.008610300593065999
0.05607476635514018,0.08802118997957252
0.009345794392523364,0.00040096438234179247
0.009345794392523364,0.0009672999439143171
0.02803738317757009,0.026494090399523516
0.06542056074766354,0.09895243546293718
0.09345794392523364,0.05898301316534685
0.037383177570093455,0.010828681925803158
0.037383177570093455,0.015755243989574317
0.05607476635514018,0.01615820053614749
0.009345794392523364,0.0036212782021117565
0.06542056074766354,0.09267729247481088
0.11214953271028036,0.09298623260396616
0.018691588785046728,0.003989646478280821
0.1308411214953271,0.13733981114136423
0.11214953271028036,0.030295523917673383
0.06542056074766354,0.09190096817119424
0.06542056074766354,0.09895243546293718
0.02803738317757009,0.010847615206074138
0.2523364485981308,0.19811021959268435
0.21495327102803738,0.17805045484242146
0.06542056074766354,0.09895243546293718
0.05607476635514018,0.05141002716744363
0.04672897196261682,0.07407919786735162
0.12149532710280372,0.14522678069690786
0.037383177570093455,0.04787060085645202
0.018691588785046728,0.002685219184694243
0.11214953271028036,0.13611489947163813
0.009345794392523364,0.00040096438234179247
0.12149532710280372,0.08740699647115889
0.24299065420560745,0.1946751468160218
0.07476635514018691,0.10523462661366068
0.037383177570093455,0.04787060085645202
0.11214953271028036,0.13388375565433785
0.037383177570093455,0.015223544796404444
0.09345794392523364,0.07526131977353102
0.009345794392523364,0.00040096438234179247
0.1308411214953271,0.1402567925938797
0.037383177570093455,0.04770449310602371
0.35514018691588783,0.2162447019759003
0.2616822429906542,0.20178307783082622
0.19626168224299065,0.17534476155493714
0.037383177570093455,0.04787060085645202
0.018691588785046728,0.013441361600119163
0.5514018691588785,0.3927799650843763
